year,country,artist,song,all_languages,main_language,lyrics_original,lyrics_english,bpm,tone,dancers,stage_director,place,points,running_order,top_3_words
2020,Austria,Vincent Bueno,Alive,English,English,"Shackle bolts Around all these thrones come screaming Behind a wall of egos There is a hidden hero in us, in us In all of us  You make me feel like, oh-oh-oh You make me feel like, oh-oh-oh You make me, you make me feel like, oh-oh-oh You make me feel like  You make me feel alive You make me feel li...","Shackle bolts Around all these thrones come screaming Behind a wall of egos There is a hidden hero in us, in us In all of us  You make me feel like, oh-oh-oh You make me feel like, oh-oh-oh You make me, you make me feel like, oh-oh-oh You make me feel like  You make me feel alive You make me feel li...",,,,,,,,"make, feel, like"
2020,Azerbaijan,Efendi,Cleopatra,English,English,"Cleopatra was a queen like me Just like me, yeah, just like me Straight or gay or in between In between, yeah, in between Betrayed by a lover So hard to recover Couldn't see the forest for the trees Just like me, oh, in too deep  There was no intervention I was lost, falling out with myself I was so...","Cleopatra was a queen like me Just like me, yeah, just like me Straight or gay or in between In between, yeah, in between Betrayed by a lover So hard to recover Couldn't see the forest for the trees Just like me, oh, in too deep  There was no intervention I was lost, falling out with myself I was so...",,,,,,,,"like, just, yeah"
2020,Belarus,VAL,Da vidna,Belarusian (Bielaruskaja),Belarusian (Bielaruskaja),"Zaplyatala vosyenʹ yasnu kosami dy rasplyala Zaplutala, yak zima zamyataye stsyezhki pozniya saboy dabyala Zapytala, oy nashto mnye toy, kaho nye vybirala Oy, zablytala da vidna, nochka tsyomna tayamnitsami i zharstsyu pawna  Da vidna, da vidna zastalasya nye adna Da vidna, da vidna vostry myesyats ...","I braided the autumn and then unbraided it I got lost, for winter covered the late paths with snow I asked myself why I needed the one that I had not chosen I stayed confused until dawn, dark night full of secrets and passion  Until dawn, until dawn I wasn't yet alone Until dawn, until dawn the clea...",,,,,,,,"dawn, braided, autumn"
2020,Belgium,Hooverphonic,Release Me,English,English,"Release me Don't talk, go away Release me It's not right to make me stay All the lies and all the pain Only you can make them go away Yeah, release me from this sad and losing game  Release me Don't say what I already know Release me Only trouble steals the show All those words won't comfort me It's...","Release me Don't talk, go away Release me It's not right to make me stay All the lies and all the pain Only you can make them go away Yeah, release me from this sad and losing game  Release me Don't say what I already know Release me Only trouble steals the show All those words won't comfort me It's...",,,,,,,,"release, dont, away"
2020,Bulgaria,Victoria,Tears Getting Sober,English,English,"Great, feel my head is taking over me Ten déjà vus a day and each time I'm getting colder, pain, I should let it go  Your lies burn like sugar in my wounds In time my wound will be a scar  Strained but my tears are getting sober now and I've been here before so, weight that I'm holding on my shoulde...","Great, feel my head is taking over me Ten déjà vus a day and each time I'm getting colder, pain, I should let it go  Your lies burn like sugar in my wounds In time my wound will be a scar  Strained but my tears are getting sober now and I've been here before so, weight that I'm holding on my shoulde...",,,,,,,,"time, getting, great"
2020,Croatia,Damir Kedžo,Divlji vjetre,Croatian,Croatian,"Jednom kad zaboraviš mi ime I krevet hladan postane Kao snijegom okovane zime Kad ništa ne preostane Ja ću te voljeti tad, Divlji vjetre  U tišini ostavi me gdje sam Svaka riječ sad prosta je Odlazi i pusti me da ne znam Kako čovjek postaje ono što nisi više  Divlji vjetre, Tu na moj prag uvelo lišć...","Once you forget my name And the bed becomes cold Like winters chained by the snow When nothing is left I will love you then, Wild wind  Leave me in the silence where I am Every word sounds degrading now Go away and don't let me know How a man becomes what you no longer are  Wild wind, Bring dead lea...",,,,,,,,"becomes, wild, wind"
2020,Cyprus,Sandro,Running,English,English,"I don't feel like talking, let me sit here alone The phone's calling, I can't pick it up   I'm tired of running from these demons (demons) I'm tired of running from these demons, I can't see any more  I can't see anymore  But I keep on running, I keep on running I keep on running away Now I keep on ...","I don't feel like talking, let me sit here alone The phone's calling, I can't pick it up   I'm tired of running from these demons (demons) I'm tired of running from these demons, I can't see any more  I can't see anymore  But I keep on running, I keep on running I keep on running away Now I keep on ...",,,,,,,,"running, keep, cant"
2020,Czechia,Benny Cristo,Kemama,English,English,"Ok mama you know They can say what they want you should let it go Cause tonight I will show love I'll show them I can dance on my own  They say I lost my way Lost my way ? Never lost my way oh no I know where I go don't care what they say Never care what they say, oh no I'm high I'm lifted like sir ...","Ok mama you know They can say what they want you should let it go Cause tonight I will show love I'll show them I can dance on my own  They say I lost my way Lost my way ? Never lost my way oh no I know where I go don't care what they say Never care what they say, oh no I'm high I'm lifted like sir ...",,,,,,,,"say, lost, way"
2020,Denmark,Ben & Tan,Yes,English,English,"I was six feet under for the one and only Spent the nights feeling bitter, sad and lonely Didn't realize how much fear controlled me Until you came and loved me like I'm holy Now I'm ready to give life one more chance  Think my heart is beating me to death I have got an arrow through my chest I am s...","I was six feet under for the one and only Spent the nights feeling bitter, sad and lonely Didn't realize how much fear controlled me Until you came and loved me like I'm holy Now I'm ready to give life one more chance  Think my heart is beating me to death I have got an arrow through my chest I am s...",,,,,,,,"one, six, feet"
2020,Estonia,Uku Suviste,What Love Is,English,English,How mysterious this life can be Full of beautiful surprises I never really knew the man I thought was me  Dreams that I believed Convinced my destiny I was meant to be alone  But how can you know how a star looks If you've never looked at the sky I couldn't have told you what blue is Till I looked i...,How mysterious this life can be Full of beautiful surprises I never really knew the man I thought was me  Dreams that I believed Convinced my destiny I was meant to be alone  But how can you know how a star looks If you've never looked at the sky I couldn't have told you what blue is Till I looked i...,,,,,,,,"never, looked, mysterious"
2020,Finland,Aksel,Looking Back,English,English,"We would fall asleep Talking 'bout our dreams Waiting for eighteen Is never what it seems  We were young and naive Didn't know what we need We were in such a rush to grow up  We were restless, confused Summer nights on the roof Didn't know what was in front of us  Chasing the high life Stuck in the ...","We would fall asleep Talking 'bout our dreams Waiting for eighteen Is never what it seems  We were young and naive Didn't know what we need We were in such a rush to grow up  We were restless, confused Summer nights on the roof Didn't know what was in front of us  Chasing the high life Stuck in the ...",,,,,,,,"didnt, know, fall"
2020,France,Tom Leeb,The Best in Me,French & English,French & English,"La nuit comme un écho Comme un reflet à tes mots Dans mon cœur, je lis Un éternel récit De toi De toi, de toi, de toi  You, you are the best in me You're making it all complete You are, you are, you are In every breath I breathe Forever eternally You are, you are, you are You are the best in me  J'i...","The night is like an echo Like a reflection of your words Inside my heart, I read An endless story About you About you, about you, about you  You, you are the best in me You're making it all complete You are, you are, you are In every breath I breathe Forever eternally You are, you are, you are You ...",,,,,,,,"like, night, echo"
2020,Georgia,Tornike Kipiani,Take Me As I Am,English,English,"How do you want me to talk like an Englishman? Where do you want me to dress like an Italian? Now do you want me to dance like a Spanish guy? I guess you don't love me No, you don't love me  How do you want me to talk like an Englishman? Where do you want me to dress like an Italian? Now do you want...","How do you want me to talk like an Englishman? Where do you want me to dress like an Italian? Now do you want me to dance like a Spanish guy? I guess you don't love me No, you don't love me  How do you want me to talk like an Englishman? Where do you want me to dress like an Italian? Now do you want...",,,,,,,,"want, like, talk"
2020,Germany,Ben Dolic,Violent Thing,English,English,"Got that thing that I can't deny Killing me soft with the big brown eyes Such a violent thing, would you let me know Knocking me down like a domino, oh  You know that I'm right here, I'm working on love I'm waiting on something I need I think that you, you know You know what I want You got me on the...","Got that thing that I can't deny Killing me soft with the big brown eyes Such a violent thing, would you let me know Knocking me down like a domino, oh  You know that I'm right here, I'm working on love I'm waiting on something I need I think that you, you know You know what I want You got me on the...",,,,,,,,"know, got, thing"
2020,Greece,Stefania,Superg!rl​,English,English,"Keep the phone booth, don't need a super car No x-ray vision to show them who we are I got the power, climb up the tower Save all humanity on zero hour  Na-na-nothing can stop me, no-nobody can hold me down Standing in the light, it's a new world, let me be your supergirl Na-na-nothing can stop me, ...","Keep the phone booth, don't need a super car No x-ray vision to show them who we are I got the power, climb up the tower Save all humanity on zero hour  Na-na-nothing can stop me, no-nobody can hold me down Standing in the light, it's a new world, let me be your supergirl Na-na-nothing can stop me, ...",,,,,,,,"nananothing, stop, keep"
2020,Iceland,Daði & Gagnamagnið,Think About Things,English version,English version,Baby I can't wait to know Believe me  I'll  always be there so  Though I know I love you I find it hard to see how you feel about me 'Cause I don't understand you Oh you are yet to learn how to speak  When we first met I will never forget 'Cause even though I didn't know you yet We were bound togeth...,Not available in English,,,,,,,,
2020,Ireland,Lesley Roy,Story Of My Life,English,English,"Everybody told me that I'd never be someone I'm not a puppet on a string, no, no I'm not And everybody said that I was always breaking rules Why would I ever wanna put myself outside the box  I don't care what they say And who are they any-y-way  The story of my life it's mine I made it on my own th...","Everybody told me that I'd never be someone I'm not a puppet on a string, no, no I'm not And everybody said that I was always breaking rules Why would I ever wanna put myself outside the box  I don't care what they say And who are they any-y-way  The story of my life it's mine I made it on my own th...",,,,,,,,"everybody, told, never"
2020,Israel,Eden Alene,Feker Libi,"English, Amharic, Hebrew & Arabic",English,"Feker libi, wade halu, nawa dane, I love you <span style=""color:#F00"">*</span> Feker libi, wade halu, nawa dane, I love you <span style=""color:#F00"">*</span>  Once upon a time I was looking for a sign Pachamama, Pachamama Show the way, oh be my guide   Love is on the mind Close your eyes and you wil...","Feker libi, wade halu, nawa dane, I love you <span style=""color:#F00"">*</span> Feker libi, wade halu, nawa dane, I love you <span style=""color:#F00"">*</span>  Once upon a time I was looking for a sign Pachamama, Pachamama Show the way, oh be my guide   Love is on the mind Close your eyes and you wil...",,,,,,,,"love, feker, libi"
2020,Italy,Diodato,Fai rumore,Italian,Italian,Sai che cosa penso Che non dovrei pensare Che se poi penso sono un animale E se ti penso tu sei un'anima Ma forse è questo temporale Che mi porta da te E lo so non dovrei farmi trovare Senza un ombrello anche se  Ho capito che Per quanto io fugga Torno sempre a te Che fai rumore qui E non lo so se m...,"Do you know what I think? That I shouldn't be thinking That if I then think, I'm an animal And if I think about you, you're a soul But maybe it's this storm That takes me to you And I know I shouldn't find myself Without an umbrella, even though  I understood that However much I run away I always re...",,,,,,,,"think, know, shouldnt"
2020,Latvia,Samanta Tīna,Still Breathing,English,English,I will keep on going I will keep on running Running till I reach the end Strong enough to take it I am gonna make it Destiny is in my hands  Thought I'd never get up Thought I'm gonna give up Lost in my way Many time between  But I'm still breathing I'm still breathing Nothing to regret Never lookin...,I will keep on going I will keep on running Running till I reach the end Strong enough to take it I am gonna make it Destiny is in my hands  Thought I'd never get up Thought I'm gonna give up Lost in my way Many time between  But I'm still breathing I'm still breathing Nothing to regret Never lookin...,,,,,,,,"will, keep, running"
2020,Lithuania,The Roop,On Fire,English,English,I'm a human not a stone I can make a change and go Wherever I want to  They told me maybe I'm too old But there's fire in my soul.  The heat is getting higher I feel that I'm on fire The world is my desire I feel that I'm on fire  There's no doubt I'm strong enough To reach the state I've dreamed of...,I'm a human not a stone I can make a change and go Wherever I want to  They told me maybe I'm too old But there's fire in my soul.  The heat is getting higher I feel that I'm on fire The world is my desire I feel that I'm on fire  There's no doubt I'm strong enough To reach the state I've dreamed of...,,,,,,,,"fire, theres, feel"
2020,Malta,Destiny,All Of My Love,English,English,"Never had the heart to pray I never thought I'd find the way But now I do Now I do Always felt I was no good Always felt misunderstood But now I don't Now I don't  'Cause your great love is healing me Renewing me through and through I am free to live, so I give you  All of my love Like a river runni...","Never had the heart to pray I never thought I'd find the way But now I do Now I do Always felt I was no good Always felt misunderstood But now I don't Now I don't  'Cause your great love is healing me Renewing me through and through I am free to live, so I give you  All of my love Like a river runni...",,,,,,,,"now, never, always"
2020,Moldova,Natalia Gordienko,Prison,English,English,"I don't want to feel you I don't want to feel you this close I don't want to hold you Do I want to hold or let go I don't want to fight the night Inside with you  I am surrounded by walls Covered with all your memories Wish this were solitary no Walking with me in the halls So, there is no forgettin...","I don't want to feel you I don't want to feel you this close I don't want to hold you Do I want to hold or let go I don't want to fight the night Inside with you  I am surrounded by walls Covered with all your memories Wish this were solitary no Walking with me in the halls So, there is no forgettin...",,,,,,,,"want, dont, feel"
2020,Netherlands,Jeangu Macrooy,Grow,English,English,"When I'm sad I am unreasonable Just like a little kid Mad at the world  When I'm alone I am defenceless Just like the boy I was Afraid in the dark  Don't take it personally Don't be offended Don't mind my mood Changing like the weather God knows I try to hold it all together Oh, I'm getting older An...","When I'm sad I am unreasonable Just like a little kid Mad at the world  When I'm alone I am defenceless Just like the boy I was Afraid in the dark  Don't take it personally Don't be offended Don't mind my mood Changing like the weather God knows I try to hold it all together Oh, I'm getting older An...",,,,,,,,"like, dont, just"
2020,North Macedonia,Vasil,You,English,English,"Hand on my hand Fingertips trembling This feeling I can't understand Your eyes sing to me Pulling me closer And closer with sweet melodies  Sing it to me, sing it to me, oh We might only have tonight Hold me tight and let's ignite And for the moment, I  I just wanna dance with you Tonight I wanna I ...","Hand on my hand Fingertips trembling This feeling I can't understand Your eyes sing to me Pulling me closer And closer with sweet melodies  Sing it to me, sing it to me, oh We might only have tonight Hold me tight and let's ignite And for the moment, I  I just wanna dance with you Tonight I wanna I ...",,,,,,,,"sing, hand, closer"
2020,Norway,Ulrikke,Attention,English,English,"I find myself longing for attention I'm not myself doing what I do I know I may have hurt someone I love along the way It wasn't my intention I lost myself doing what I do  I, just want your attention Ohh, the crazy things I do  So why, why do I think it's okay Not being me 'cause of you? And what d...","I find myself longing for attention I'm not myself doing what I do I know I may have hurt someone I love along the way It wasn't my intention I lost myself doing what I do  I, just want your attention Ohh, the crazy things I do  So why, why do I think it's okay Not being me 'cause of you? And what d...",,,,,,,,"attention, find, longing"
2020,Poland,Alicja,Empires,English,English,"Ashes to ashes, dust into dust I'll follow you through black Try to forgive that I'm not awake I'm dreaming this dream could last  No looking down There's fool's gold in our eyes  Burning an empire Happens so easy Playing with fire Maybe it's you and me Burning an empire Is it our fault? We rise and...","Ashes to ashes, dust into dust I'll follow you through black Try to forgive that I'm not awake I'm dreaming this dream could last  No looking down There's fool's gold in our eyes  Burning an empire Happens so easy Playing with fire Maybe it's you and me Burning an empire Is it our fault? We rise and...",,,,,,,,"ashes, dust, burning"
2020,Portugal,Elisa,Medo de sentir,Portuguese,Portuguese,Qual é a saída Eu acho que já não sei amar E se o amor me convida Agora não consigo aceitar Parece que é rotina A minha solidão teima em voltar  Eu não era assim Mas agora tenho medo de sentir Pergunta ao tempo ele sabe tudo sobre mim Pergunta ao tempo ele sabe tudo sobre mim  Se me dás a tua mão Eu...,"What's the way out I think I don't know how to love anymore And if love invites me I can't accept it now Seems like it's routine My loneliness insists in returning  I wasn't like this But now I have fear to feel Ask the time, it knows everything about me Ask the time, it knows everything about me  I...",,,,,,,,"love, now, like"
2020,Romania,Roxen,Alcohol You,English,English,The sun is rising ink For me it's hard to blink I'm falling I wrote some stupid words Before I lost my mind And called you A taste of bittersweet to chase the memories Blue heaven I need you but it hurts to feel like I deserve your weapons  Why do fairy tales fail baby Mumbling in the dark to save m...,The sun is rising ink For me it's hard to blink I'm falling I wrote some stupid words Before I lost my mind And called you A taste of bittersweet to chase the memories Blue heaven I need you but it hurts to feel like I deserve your weapons  Why do fairy tales fail baby Mumbling in the dark to save m...,,,,,,,,"sun, rising, ink"
2020,Russia,Little Big,Uno,English & Spanish,English & Spanish,"It's gonna take more than one margarita I'm gonna call you my sweet señorita I'm gonna leave after night only with ya All you have to do is to be ready for some action now  Don't be a dummy, dummy I got that yummy, yummy Can we be chummy, chummy right after midnight? Yeah, you so charming bunny Yeah...",Not available in English,,,,,,,,
2020,San Marino,Senhit,Freaky!,English,English,"So, when you touch me, I feel your love all over my body (Body, body, body, body) You make me feel like I'm spinning from the way that you want me (Want me, want me, want me, want me, want me, want)  Put on a show, co-co-completely Some people think our love is freaky, freaky, freaky They say we cra...","So, when you touch me, I feel your love all over my body (Body, body, body, body) You make me feel like I'm spinning from the way that you want me (Want me, want me, want me, want me, want me, want)  Put on a show, co-co-completely Some people think our love is freaky, freaky, freaky They say we cra...",,,,,,,,"want, body, freaky"
2020,Serbia,Hurricane,Hasta La Vista,Serbian,Serbian,"Jedan, dva, tri i kraj Odbrojano je znaj Ruke uvis na moj znak Opet si sa njom, opet, opet si sa njom  Zbog tebe nemam sna Tišina ubija Ostaćemo ti i ja Praznih pogleda Ti bez srca ja bez sna  Mada ponekad sam malo crazy Al' sa mnom nikad nije dosadno u vezi A ti uvek biraš pogrešnu sebi Sada ljubav...","One, two, three and it's the end your time is up hands up on my sign you're with her again, again, you're with her  I'm sleepless because of you the silence is killing me You and me will stay with empty looks, you with no heart, I with no sleep  Though I might be a bit crazy sometimes but dating me ...",,,,,,,,"youre, one, two"
2020,Slovenia,Ana Soklič,Voda,Slovene,Slovene,"Greva naprej V novi čas Zbeživa od tu Daleč stran Ne ustavljajva se Prav nikjer Dolga bo noč  Ti slišiš, ko mi bije razum Ta nemir Ves ta zvok In pusti jih, naj pravijo vse Ti kot nomad dobro veš Da od besed do dejanj najdaljša je pot  Voda Med nevihto obležim v tebi do konca Voda drvi A ne zmore v ...","Let's keep marching Into a new time Let's get out of here Far away Let's not rest Anywhere It will be a long night  You can hear the ticking of my mind This restlessness All that noise Let them say what they want As a nomad, you know well That the longest path is the one that leads from words to act...",,,,,,,,"lets, keep, marching"
2020,Spain,Blas Cantó,Universo,Spanish,Spanish,"Perdóname, perdóname Uni-universo Perdóname, perdóname  Todo lo que escondo cuando tengo miedo Se hace realidad dentro de este silencio Puedo ser como el viento Y desaparecer  Perdóname, perdóname Uni-universo Perdóname, perdóname Uni-universo Por apagar mi voz Para evitar ser el culpable De lo que ...","Forgive me, forgive me Uni-universe Forgive me, forgive me  Everything that I'm hiding when I'm scared Becomes reality in this silence I can be like the wind And disappear  Forgive me, forgive me Uni-universe Forgive me, forgive me Uni-universe For shutting down my voice To avoid being the culprit O...",,,,,,,,"forgive, uniuniverse, everything"
2020,Sweden,The Mamas,Move,English,English,We try we fight We fall it's alright That's life oh life  We wipe those eyes And then we rise That's life oohoo life  Even when the rain is falling Even when you hit the bottom I'll be there I'll be there  'Cause there ain't no ocean Deeper than my love for you  And there ain't no fire That I wouldn...,We try we fight We fall it's alright That's life oh life  We wipe those eyes And then we rise That's life oohoo life  Even when the rain is falling Even when you hit the bottom I'll be there I'll be there  'Cause there ain't no ocean Deeper than my love for you  And there ain't no fire That I wouldn...,,,,,,,,"life, thats, even"
2020,Switzerland,Gjon's Tears,Répondez,French,French,Pourquoi la pluie Et les nuages aussi Et les nuages aussi Pourquoi le soir Tu t'endors dans mon lit Tu t'endors dans mon lit Pourquoi on dort Si loin de la famille Dans un autre pays Pourquoi la mort Vient après la vie Vient après la vie  J'donne ma langue au chat Répondez-moi Pas de langue de bois ...,"Why the rain And the clouds, too And the clouds, too Why at night You fall asleep in my bed You fall asleep in my bed Why do we sleep So far away from the family In another country Why does death Come after life Come after life  I won't keep guessing Answer me No waffling Answer me  Why do we run Wi...",,,,,,,,"clouds, fall, asleep"
2020,Ukraine,Go_A,Solovey,Ukrainian (Ukrayinska),Ukrainian (Ukrayinska),Oi khodyla ya v dolynu Po chervonuiu kalynu Oi khodyla ya v dolynu Po chervonuiu kalynu Nazbyrala kvitochok Zaplitala v vinochok Zaplitala v vinochok Rutu i barvinochok A do mene Vaniusha Iz za haiu pospisha A do mene Vaniusha Ty Katrusia khorosha Myla moia Katrusia Ya z toboiu liubliusia Ya z toboi...,"Oh, I went down into the valley To pick guelder roses Oh, I went down into the valley To pick guelder roses I gathered the flowers Braided them into a wreath Braided them into a wreath The rue and periwinkle flowers To me Vanyusha There came out from the grove To me Vanyusha You, Katrusya, is pretty...",,,,,,,,"went, valley, pick"
2020,United Kingdom,James Newman,My Last Breath,English,English,"Some people let go Some people let love slip away, yeah But I'm gonna hold on When no one believes, I'll keep the faith  And I know that we're in trouble But I swear that we'll survive  If we were deep-sea divers And no one came to find us If you had nothing left I'd give you my last breath (Oh-oh-o...","Some people let go Some people let love slip away, yeah But I'm gonna hold on When no one believes, I'll keep the faith  And I know that we're in trouble But I swear that we'll survive  If we were deep-sea divers And no one came to find us If you had nothing left I'd give you my last breath (Oh-oh-o...",,,,,,,,"people, let, one"
2021,Italy,Måneskin,Zitti e buoni,Italian,Italian,Loro non sanno di che parlo Vestiti sporchi fra' di fango Giallo di siga' fra le dita Io con la siga' camminando  Scusami ma ci credo tanto Che posso fare questo salto Anche se la strada è in salita Per questo ora mi sto allenando  E buonasera signore e signori Fuori gli attori Vi conviene non fare ...,"They don't know what I am talkin' about Dirty clothes, bro, muddy clothes Yellow 'cig stains on my finger I am walkin' with my 'cig  Excuse me, but I truly believe That I can make this jump And even if the road is uphill That's why I am training now  Good evening, ladies and gentlemen Bring out the ...",103,A minor,,Claudio Santucci,1,524,24,"clothes, cig, dont"
2021,France,Barbara Pravi,Voilà,French,French,"Écoutez moi Moi la chanteuse à demi Parlez de moi À vos amours, à vos amis Parler leur de cette fille aux yeux noirs et de son rêve fou Moi c'que j'veux c'est écrire des histoires qui arrivent jusqu'à vous C'est tout  Voilà, voilà, voilà, voilà qui je suis Me voilà même si mise à nue j'ai peur, oui ...","Listen to me Me the half-singer Talk about me To your loves, to your friends Tell them about this black eyed girl and her crazy dream What I want is to write stories that reach you That's all  Here it is, here it is, this is who I am Here I am even though exposed I'm afraid, yes Here I am in the noi...",103,D minor,,Marika Prochet,2,499,20,"listen, halfsinger, talk"
2021,Switzerland,Gjon's Tears,Tout l'univers,French,French,Laisser le vent qui frôle Sa main sur mon épaule Le vide dans ma tête Pas la moindre cachette  C'est l'aube qui décline Derrière un champ de ruine Le moment de grandir Ne pas te retenir  Je vois derrière nous des morceaux de toi Et ce que la douleur a fait de moi  Tout l'univers Nos deux cœurs sous ...,Let the wind brush His/her hand over my shoulder The void in my head Not a single place to hide  The dawn is fading Behind a field of ruins It's time to grow up Don't hold yourself back  I see pieces of you behind us And I see what pain has made of me  The whole universe Our two hearts under the gro...,123,A minor,,Sacha Jean-Baptiste,3,432,11,"behind, see, let"
2021,Iceland,Daði & Gagnamagnið,10 Years,English,English,We've been together for a decade now Still everyday I'm loving you more If I could do it all again I'd probably do it all the same as before  I don't wanna know what would have happened if I never had had your love I didn't become myself before I met you I don't wanna know what would have happened i...,We've been together for a decade now Still everyday I'm loving you more If I could do it all again I'd probably do it all the same as before  I don't wanna know what would have happened if I never had had your love I didn't become myself before I met you I don't wanna know what would have happened i...,123,A major,,,4,378,12,"dont, wanna, know"
2021,Ukraine,Go_A,Shum,Ukrainian (Ukrayinska),Ukrainian (Ukrayinska),"Vesnyanochko, vesnyanochko De ty zymuvala? U sadochku na klenochku Sorochechku pryala Tam u lisi, na uzlissi Sova v vodu duye Zaspivayu spivanochku Nekhay vona chuye  Zapletysya, shume, barvinochkom Ya tobi spivayu vesnyanochku Siyu, siyu, siyu, siyu konopelechky Siyu, siyu, siyu, siyu zelenesenʹki ...","Spring song, spring song Where have you spent your winter? In the garden, sitting on a maple tree You've been spinning a shirt There on the edge of the forest An owl is blowing into the water I'll sing a song Let her hear it  Noise, get twined with periwinkle I'm singing the spring song to you Sowin...",,,,"Kostiantyn Tomilchenko, Oleksandr Bratkovskyi",5,364,19,"song, spring, spent"
2021,Finland,Blind Channel,Dark Side,English,English,"Put your middle fingers up  Take a shot  Throw it up and don't stop  I'm, I'm, I'm  Living that life on the dark side  Every psycho in the scene  Hands up and follow me saying  Empire of the freaks  All drinks on me  Just another night on my pitch black paradise  Don't wanna cry so I gotta get paral...","Put your middle fingers up  Take a shot  Throw it up and don't stop  I'm, I'm, I'm  Living that life on the dark side  Every psycho in the scene  Hands up and follow me saying  Empire of the freaks  All drinks on me  Just another night on my pitch black paradise  Don't wanna cry so I gotta get paral...",98,E minor,,Reija Wäre,6,301,16,"dont, put, middle"
2021,Malta,Destiny,Je Me Casse,English,English,"Babe, are you hurtin'? Are you alright? You look like an angel that fell from the sky And boy, you keep talkin', massagin' my ego With your unoriginal pick-up lines <i style=""color:#789"">Hell no, what you gonna do?</i>  Hell no, I am not your honey Hell no, I don't want your money Got it wrong, I ai...","Babe, are you hurtin'? Are you alright? You look like an angel that fell from the sky And boy, you keep talkin', massagin' my ego With your unoriginal pick-up lines <i style=""color:#789"">Hell no, what you gonna do?</i>  Hell no, I am not your honey Hell no, I don't want your money Got it wrong, I ai...",112,C minor,,Sacha Jean-Baptiste,7,255,6,"hell, babe, hurtin"
2021,Lithuania,The Roop,Discoteque,English,English,"Okay, I feel the rhythm Something's going on here The music flows through my veins  It's taking over me, it's slowly kicking in My eyes are blinking and I don't know what is happening I can't control it, don't wanna end it There's no one here and I don't care I feel it's safe to dance alone (dance a...","Okay, I feel the rhythm Something's going on here The music flows through my veins  It's taking over me, it's slowly kicking in My eyes are blinking and I don't know what is happening I can't control it, don't wanna end it There's no one here and I don't care I feel it's safe to dance alone (dance a...",115,F minor,,Povilas Varvuolis,8,220,18,"dont, feel, dance"
2021,Russia,Manizha,Russian Woman,English & Russian (English & Russkiy),English & Russian (English & Russkiy),"Pole, pole, pole, ya zh mala Pole, pole, pole, tak mala Kak proyti po polyu iz ognya Kak proyti po polyu, yesli ty odna?  Zhdat' mne ch'yey-to ruchechki, ruchki? A kto podast mne ruchku, devochki?  Ispokon vekov s nochi do utra S nochi-nochi zhdyom my korablya Zhdyom my korablya Ochen'-ochen' zhdyom...","Fields, fields, fields, I'm so small Fields, fields, fields, I'm too small How do you cross a field through the fire? How do you cross the field when you're alone?  Should I wait for a helpful hand? Who will reach out for me, girls?  For ages now from night till dawn From the deepest of the night We...",102,A minor,,Andrey Sychev,9,204,5,"fields, small, cross"
2021,Greece,Stefania,Last Dance,English,English,"My heart was born a radical Electric and dynamical I never listened to the remedies With no forevers, no eternities Holding on beyond the night For a shadow that feels right Holding on beyond the night to you  If the dreams we made are made of fire I would give a life just to live the dream again If...","My heart was born a radical Electric and dynamical I never listened to the remedies With no forevers, no eternities Holding on beyond the night For a shadow that feels right Holding on beyond the night to you  If the dreams we made are made of fire I would give a life just to live the dream again If...",98,G major,,Fokas Evangelinos,10,170,10,"holding, beyond, night"
2021,Bulgaria,Victoria,Growing Up Is Getting Old,English,English,"Playing Tetris with my feelings Tryna keep them all inside Hollow shadows and my soul is spilling over I'm out of time, mmm-mmh Closing every door, wanna be alone Lonely is a way that I survive Sick of wanting more, sitting on the floor Wondering where all my feelings go  Nervous system's aching Gro...","Playing Tetris with my feelings Tryna keep them all inside Hollow shadows and my soul is spilling over I'm out of time, mmm-mmh Closing every door, wanna be alone Lonely is a way that I survive Sick of wanting more, sitting on the floor Wondering where all my feelings go  Nervous system's aching Gro...",93,G major,,"Dan Shipton, Marvin Dietmann",11,170,17,"feelings, playing, tetris"
2021,Portugal,The Black Mamba,Love Is On My Side,English,English,Left home when I was only sweet sixteen Chasing blind love and a bunch of broken dreams Don't know how I thought I'd be a queen I could do anything And somehow I end up here I don't know why I still believe that  Love is on my side Love is on my side Love is on my side Maybe not tonight  I can feel ...,Left home when I was only sweet sixteen Chasing blind love and a bunch of broken dreams Don't know how I thought I'd be a queen I could do anything And somehow I end up here I don't know why I still believe that  Love is on my side Love is on my side Love is on my side Maybe not tonight  I can feel ...,137,E major,,,12,153,7,"love, side, dont"
2021,Moldova,Natalia Gordienko,Sugar,English,English,"I can't explain it but there's something going on A crazy energy inside of me First just a tingle, then it turned into a burn Like fire in my blood  And now I hear my body talk, talk, talk A taste is all, all I need And I'm about to climb the walls No way I'll be alone tonight  Come over, come over ...","I can't explain it but there's something going on A crazy energy inside of me First just a tingle, then it turned into a burn Like fire in my blood  And now I hear my body talk, talk, talk A taste is all, all I need And I'm about to climb the walls No way I'll be alone tonight  Come over, come over ...",120,F# minor,,Fokas Evangelinos,13,115,14,"talk, come, cant"
